Simulation Count,Average Cost,Error,Percent Error,,
505000,25497.837822,15.5587757362,0.0610199808,,
506000,25529.718775,16.3221772638,0.0639340269,,
507000,25518.386391,4.9897932638,0.0195537178,,
508000,25517.399016,4.0024182638,0.0156850558,,
509000,25526.307466,12.9108682638,0.0505786757,,
510000,25528.326471,14.9298732638,0.0584835566,,
511000,25508.62544,4.7711577362,0.0187040958,,
512000,25501.911719,11.4848787362,0.0450353639,,
513000,25514.928265,1.5316672638,0.006003024,,
514000,25529.531128,16.1345302638,0.0631994774,,
515000,25504.081553,9.3150447362,0.0365237412,,
516000,25540.851938,27.4553402638,0.1074957888,,
517000,25503.139072,10.2575257362,0.0402206399,,
518000,25527.336873,13.9402752638,0.0546092032,,
519000,25505.073025,8.3235727362,0.0326349692,,
520000,25530.661731,17.2651332638,0.0676250911,,
521000,25517.573704,4.1771062638,0.0163695276,,
522000,25524.380651,10.9840532638,0.0430335741,,
523000,25532.647992,19.2513942638,0.0753991293,,
524000,25510.639122,2.7574757362,0.0108091206,,
525000,25509.19181,4.2047877362,0.016483422,,
526000,25514.491255,1.0946572638,0.0042903355,,
527000,25533.325617,19.9290192638,0.0780510129,,
528000,25503.152083,10.2445147362,0.0401696022,,
529000,25491.414934,21.9816637362,0.0862316344,,
530000,25536.939811,23.5432132638,0.0921927742,,
531000,25526.932768,13.5361702638,0.0530270142,,
532000,25518.442105,5.0455072638,0.0197720035,,
533000,25509.465478,3.9311197362,0.0154104355,,
534000,25493.524157,19.8724407362,0.0779509361,,
535000,25512.666355,0.7302427362,0.0028622753,,
536000,25483.735075,29.6615227362,0.1163939377,,
537000,25505.545996,7.8506017362,0.0307799791,,
538000,25497.466171,15.9304267362,0.0624784699,,
539000,25513.349351,0.0472467362,0.0001851844,,
540000,25520.976111,7.5795132638,0.0296991511,,
541000,25514.02366,0.6270622638,0.0024577161,,
542000,25522.486347,9.0897492638,0.0356146699,,
543000,25496.929098,16.4674997362,0.0645862083,,
544000,25545.517463,32.1208652638,0.1257397323,,
545000,25504.733945,8.6626527362,0.0339648818,,
546000,25513.485897,0.0892992638,0.0003500081,,
547000,25515.109689,1.7130912638,0.0067140266,,
548000,25483.173358,30.2232397362,0.1186007697,,
549000,25524.176685,10.7800872638,0.042234809,,
550000,25558.145636,44.7490382638,0.1750871871,,
551000,25494.73902,18.6575777362,0.0731820699,,
552000,25509.531159,3.8654387362,0.0151529196,,
553000,25532.745389,19.3487912638,0.0757803008,,
554000,25521.734657,8.3380592638,0.0326704253,,
555000,25538.202703,24.8061052638,0.0971333243,,
556000,25500.861691,12.5349067362,0.049154836,,
557000,25481.409695,31.9869027362,0.1255303498,,
558000,25526.982079,13.5854812638,0.0532200838,,
559000,25516.373166,2.9765682638,0.0116653266,,
560000,25528.153393,14.7567952638,0.0578059644,,
561000,25527.314617,13.9180192638,0.0545220658,,
562000,25523.82242,10.4258222638,0.0408474173,,
563000,25518.399645,5.0030472638,0.0196056466,,
564000,25508.283511,5.1130867362,0.0200448091,,
565000,25534.175221,20.7786232638,0.081375737,,
566000,25512.798057,0.5985407362,0.0023460411,,
567000,25501.295062,12.1015357362,0.0474545928,,
568000,25499.821303,13.5752947362,0.053236823,,
569000,25514.519508,1.1229102638,0.0044010637,,
570000,25506.142281,7.2543167362,0.0284414501,,
571000,25499.61331,13.7832877362,0.0540529284,,
572000,25494.636364,18.7602337362,0.0735850218,,
573000,25527.435253,14.0386552638,0.054994382,,
574000,25514.50331,1.1067122638,0.0043375811,,
575000,25517.462609,4.0660112638,0.0159342303,,
576000,25515.74566,2.3490622638,0.0092063242,,
577000,25513.021317,0.3752807362,0.001470938,,
578000,25506.02872,7.3678777362,0.0288868088,,
579000,25515.751123,2.3545252638,0.0092277325,,
580000,25523.303966,9.9073682638,0.0388169505,,
581000,25524.559725,11.1631272638,0.0437348475,,
582000,25519.812715,6.4161172638,0.0251417098,,
583000,25515.123156,1.7265582638,0.0067668036,,
584000,25490.759589,22.6370087362,0.0888047634,,
585000,25514.387179,0.9905812638,0.0038824419,,
586000,25510.61058,2.7860177362,0.0109210155,,
587000,25514.379387,0.9827892638,0.0038519035,,
588000,25519.508163,6.1115652638,0.0239486013,,
589000,25517.287776,3.8911782638,0.0152491844,,
590000,25524.33,10.9334022638,0.0428352175,,
591000,25512.479188,0.9174097362,0.0035959255,,
592000,25494.489358,18.9072397362,0.0741620649,,
593000,25512.936594,0.4600037362,0.0018030215,,
594000,25557.161953,43.7653552638,0.1712449737,,
595000,25501.080672,12.3159257362,0.0482957012,,
596000,25505.271477,8.1251207362,0.031856633,,
597000,25497.207035,16.1895627362,0.0634954358,,
598000,25504.425418,8.9711797362,0.0351749925,,
599000,25501.398331,11.9982667362,0.0470494464,,
600000,25503.790167,9.6064307362,0.0376666788,,
601000,25504.23827,9.1583277362,0.0359090424,,
602000,25526.393189,12.9965912638,0.0509143269,,
603000,25526.653068,13.2564702638,0.0519318777,,
604000,25505.70447,7.6921277362,0.0301584602,,
605000,25503.228926,10.1676717362,0.0398681742,,
606000,25509.835314,3.5612837362,0.0139604341,,
607000,25522.463097,9.0664992638,0.0355236061,,
608000,25525.368257,11.9716592638,0.0469010247,,
609000,25508.215599,5.1809987362,0.0203110983,,
610000,25513.344098,0.0524997362,0.0002057736,,
611000,25503.987398,9.4091997362,0.0368930536,,
612000,25516.726961,3.3303632638,0.0130516867,,
613000,25506.835563,6.5610347362,0.0257226527,,
614000,25528.979479,15.5828812638,0.0610399694,,
615000,25547.000488,33.6038902638,0.1315375176,,
616000,25524.977597,11.5809992638,0.0453712416,,
617000,25533.357536,19.9609382638,0.0781759243,,
618000,25478.955825,34.4407727362,0.1351734073,,
619000,25485.954766,27.4418317362,0.1076743327,,
620000,25526.990645,13.5940472638,0.0532536226,,
621000,25506.319485,7.0771127362,0.0277465071,,
622000,25500.115756,13.2808417362,0.0520814959,,
623000,25504.074639,9.3219587362,0.0365508605,,
624000,25506.076763,7.3198347362,0.0286983953,,
625000,25496.60608,16.7905177362,0.0658539324,,
626000,25496.156709,17.2398887362,0.067617598,,
627000,25516.52807,3.1314722638,0.012272329,,
628000,25528.706688,15.3100902638,0.059972056,,
629000,25511.568839,1.8277587362,0.007164431,,
630000,25521.703651,8.3070532638,0.0325489763,,
631000,25496.915372,16.4812257362,0.064640077,,
632000,25510.435127,2.9614707362,0.0116088601,,
633000,25523.651501,10.2549032638,0.0401780414,,
634000,25489.381861,24.0147367362,0.0942146689,,
635000,25494.544882,18.8517157362,0.0739441156,,
636000,25499.868082,13.5285157362,0.0530532773,,
637000,25514.672057,1.2754592638,0.0049989248,,
638000,25515.87884,2.4822422638,0.0097282256,,
639000,25516.754304,3.3577062638,0.0131588298,,
640000,25510.608594,2.7880037362,0.0109288013,,
641000,25511.263963,2.1326347362,0.0083595808,,
642000,25519.488474,6.0918762638,0.023871467,,
643000,25524.384292,10.9876942638,0.0430478328,,
644000,25533.271584,19.8749862638,0.07783956,,
645000,25535.772868,22.3762702638,0.0876271511,,
646000,25522.590867,9.1942692638,0.0360240436,,
647000,25518.754096,5.3574982638,0.0209943567,,
648000,25506.541821,6.8547767362,0.0268745829,,
649000,25498.328814,15.0677837362,0.0590932208,,
650000,25505.179538,8.2170597362,0.0322172197,,
651000,25514.309985,0.9133872638,0.0035799019,,
652000,25508.247239,5.1493587362,0.0201870348,,
653000,25528.631853,15.2352552638,0.0596790903,,
654000,25508.499541,4.8970567362,0.0191977452,,
655000,25510.792366,2.6042317362,0.010208353,,
656000,25527.017683,13.6210852638,0.0533594854,,
657000,25543.030746,29.6341482638,0.1160165705,,
658000,25517.22614,3.8295422638,0.0150076746,,
659000,25509.604249,3.7923487362,0.0148663566,,
660000,25517.208182,3.8115842638,0.0149373091,,
661000,25510.092284,3.3043137362,0.0129529666,,
662000,25520.503625,7.1070272638,0.0278483033,,
663000,25495.053394,18.3432037362,0.0719480891,,
664000,25516.328765,2.9321672638,0.0114913367,,
665000,25522.944511,9.5479132638,0.0374091369,,
666000,25521.563814,8.1672162638,0.0320012376,,
667000,25510.916042,2.4805557362,0.0097235071,,
668000,25501.801347,11.5952507362,0.0454683596,,
669000,25495.783259,17.6133387362,0.0690833404,,
670000,25498.580448,14.8161497362,0.0581057827,,
671000,25502.121759,11.2748387362,0.0442113752,,
672000,25527.377827,13.9812292638,0.0547695473,,
673000,25517.237593,3.8409952638,0.0150525512,,
674000,25530.678783,17.2821852638,0.0676918362,,
675000,25500.435407,12.9611907362,0.0508273311,,
676000,25498.715089,14.6815087362,0.0575774453,,
677000,25508.017578,5.3790197362,0.0210875648,,
678000,25512.877876,0.5187217362,0.0020331761,,
679000,25500.569219,12.8273787362,0.0503023232,,
680000,25524.365294,10.9686962638,0.042973434,,
681000,25499.437445,13.9591527362,0.0547429831,,
682000,25529.66393,16.2673322638,0.0637193357,,
683000,25520.012592,6.6159942638,0.0259247296,,
684000,25479.734357,33.6622407362,0.1321137821,,
685000,25515.126569,1.7299712638,0.006780179,,
686000,25503.595481,9.8011167362,0.0384303333,,
687000,25518.113537,4.7169392638,0.0184846707,,
688000,25512.104651,1.2919467362,0.0050640539,,
689000,25522.831785,9.4351872638,0.0369676349,,
690000,25498.30913,15.0874677362,0.0591704637,,
691000,25503.187844,10.2087537362,0.0400293242,,
692000,25517.922688,4.5260902638,0.0177369072,,
693000,25508.845455,4.5511427362,0.0178414297,,
694000,25510.082277,3.3143207362,0.0129921993,,
695000,25515.133957,1.7373592638,0.0068091324,,
696000,25512.389511,1.0070867362,0.0039474418,,
697000,25530.484075,17.0874772638,0.0669297034,,
698000,25525.187536,11.7909382638,0.0461933463,,
699000,25506.352217,7.0443807362,0.0276181426,,
700000,25510.695714,2.7008837362,0.0105872602,,
701000,25502.317261,11.0793367362,0.0434444314,,
702000,25515.345014,1.9484162638,0.0076362529,,
703000,25502.487767,10.9088307362,0.0427755552,,
704000,25482.614631,30.7819667362,0.1207959512,,
705000,25501.859149,11.5374487362,0.0452415985,,
706000,25520.365581,6.9689832638,0.027307537,,
707000,25517.082744,3.6861462638,0.0144457981,,
708000,25515.436441,2.0398432638,0.0079945458,,
709000,25512.209873,1.1867247362,0.0046515952,,
710000,25506.747324,6.6492737362,0.0260686855,,
711000,25513.390717,0.0058807362,2.30496066376575E-05,,
712000,25516.619101,3.2225032638,0.012629037,,
713000,25503.952034,9.4445637362,0.0370317656,,
714000,25497.394818,16.0017797362,0.0627584891,,
715000,25512.414406,0.9821917362,0.003849858,,
716000,25521.156983,7.7603852638,0.0304076546,,
717000,25515.647141,2.2505432638,0.0088202476,,
718000,25538.683008,25.2864102638,0.0990121936,,
719000,25508.931154,4.4654437362,0.0175054129,,
720000,25503.179028,10.2175697362,0.0400639062,,
721000,25513.499584,0.1029862638,0.000403654,,
722000,25496.251108,17.1454897362,0.067247101,,
723000,25526.448548,13.0519502638,0.0511310856,,
724000,25526.35732,12.9607222638,0.0507738809,,
725000,25512.615034,0.7815637362,0.0030634403,,
726000,25513.907851,0.5112532638,0.0020038219,,
727000,25499.173728,14.2228697362,0.0557777671,,
728000,25510.466621,2.9299767362,0.0114853906,,
729000,25511.758573,1.6380247362,0.0064206657,,
730000,25511.421096,1.9755017362,0.0077435974,,
731000,25523.361286,9.9646882638,0.0390414419,,
732000,25501.074317,12.3222807362,0.0483206338,,
733000,25529.160573,15.7639752638,0.0617488978,,
734000,25520.842916,7.4463182638,0.0291773994,,
735000,25510.644898,2.7516997362,0.0107864766,,
736000,25517.085734,3.6891362638,0.0144575141,,
737000,25526.737042,13.3404442638,0.0522606718,,
738000,25520.265176,6.8685782638,0.026914212,,
739000,25519.402977,6.0063792638,0.0235365195,,
740000,25523.772297,10.3756992638,0.0406511198,,
741000,25507.75695,5.6396477362,0.02210954,,
742000,25512.233154,1.1634437362,0.0045603367,,
743000,25528.128129,14.7315312638,0.0577070563,,
744000,25523.69422,10.2976222638,0.0403453441,,
745000,25511.171275,2.2253227362,0.0087229344,,
746000,25523.965013,10.5684152638,0.0414058523,,
747000,25512.105489,1.2911087362,0.005060769,,
748000,25489.029412,24.3671857362,0.0955987195,,
749000,25511.727103,1.6694947362,0.0065440287,,
750000,25524.7052,11.3086022638,0.0443045362,,
751000,25508.56245,4.8341477362,0.0189510787,,
752000,25519.98883,6.5922322638,0.0258316424,,
753000,25511.121381,2.2752167362,0.0089185289,,
754000,25522.227454,8.8308562638,0.0346006487,,
755000,25505.053377,8.3432207362,0.0327120301,,
756000,25522.62328,9.2266822638,0.036150995,,
757000,25528.515456,15.1188582638,0.0592234135,,
758000,25515.429288,2.0326902638,0.0079665141,,
759000,25513.545586,0.1489882638,0.0005839575,,
760000,25496.878158,16.5184397362,0.0647861265,,
761000,25522.778975,9.3823772638,0.0367607982,,
762000,25505.074803,8.3217947362,0.0326279958,,
763000,25519.387287,5.9906892638,0.0234750513,,
764000,25512.201047,1.1955507362,0.004686192,,
765000,25515.055556,1.6589582638,0.0065018799,,
766000,25511.344778,2.0518197362,0.0080427737,,
767000,25521.943416,8.5468182638,0.033488117,,
768000,25517.994792,4.5981942638,0.0180194185,,
769000,25531.16567,17.7690722638,0.0695975753,,
770000,25507.234805,6.1617927362,0.0241570393,,
771000,25512.770298,0.6262997362,0.002454848,,
772000,25505.995466,7.4011317362,0.0290172236,,
773000,25505.183571,8.2130267362,0.0322014022,,
774000,25516.100904,2.7043062638,0.0105984307,,
775000,25519.028774,5.6321762638,0.0220704962,,
776000,25509.121005,4.2755927362,0.0167610351,,
777000,25517.271042,3.8744442638,0.0151836153,,
778000,25503.408098,9.9884997362,0.0391653527,,
779000,25506.701027,6.6955707362,0.026250242,,
780000,25532.710641,19.3140432638,0.0756443119,,
781000,25526.431882,13.0352842638,0.0510658298,,
782000,25526.643478,13.2468802638,0.0518943287,,
783000,25504.720179,8.6764187362,0.0340188744,,
784000,25503.615689,9.7809087362,0.038351067,,
785000,25508.098089,5.2985087362,0.0207718691,,
786000,25512.543511,0.8530867362,0.0033437934,,
787000,25490.796188,22.6004097362,0.0886610586,,
788000,25505.937056,7.4595417362,0.0292462956,,
789000,25528.00583,14.6092322638,0.057228255,,
790000,25511.621392,1.7752057362,0.0069584199,,
791000,25515.095196,1.6985982638,0.0066572288,,
792000,25503.23447,10.1621277362,0.0398464271,,
793000,25521.475032,8.0784342638,0.0316534771,,
794000,25518.880101,5.4835032638,0.0214880247,,
795000,25502.791572,10.6050257362,0.0415837839,,
796000,25518.949497,5.5528992638,0.0217599054,,
797000,25502.893225,10.5033727362,0.0411850242,,
798000,25509.389348,4.0072497362,0.0157089207,,
799000,25497.094118,16.3024797362,0.0639385793,,
800000,25505.683375,7.7132227362,0.0302411922,,
801000,25498.800499,14.5960987362,0.0572422955,,
802000,25519.473441,6.0768432638,0.0238125731,,
803000,25483.1066,30.2899977362,0.11886305,,
804000,25508.802612,4.5939857362,0.0180094135,,
805000,25502.566708,10.8298897362,0.0424658814,,
806000,25523.385112,9.9885142638,0.0391347551,,
807000,25516.844857,3.4482592638,0.0135136585,,
808000,25505.29505,8.1015477362,0.0317641796,,
809000,25509.614462,3.7821357362,0.0148263148,,
810000,25512.686543,0.7100547362,0.0027831437,,
811000,25513.88619,0.4895922638,0.0019189247,,
812000,25505.648522,7.7480757362,0.0303778817,,
813000,25513.374785,0.0218127362,8.54952995534347E-05,,
814000,25515.192015,1.7954172638,0.0070366598,,
815000,25498.730552,14.6660457362,0.0575167682,,
816000,25504.833456,8.5631417362,0.033574584,,
817000,25540.521053,27.1244552638,0.1062016519,,
818000,25507.227384,6.1692137362,0.02418614,,
819000,25521.808425,8.4118272638,0.03295937,,
820000,25506.204512,7.1920857362,0.028197397,,
821000,25509.134348,4.2622497362,0.0167087196,,
822000,25538.013625,24.6170272638,0.0963936649,,
823000,25501.45723,11.9393677362,0.0468183745,,
824000,25531.422209,18.0256112638,0.0706016732,,
825000,25499.969455,13.4271427362,0.0526555248,,
826000,25513.262833,0.1337647362,0.0005242949,,
827000,25513.200846,0.1957517362,0.0007672567,,
828000,25523.738164,10.3415662638,0.0405174438,,
829000,25509.021351,4.3752467362,0.0171517624,,
830000,25500.428916,12.9676817362,0.0508527985,,
831000,25523.860529,10.4639312638,0.0409966637,,
832000,25517.020313,3.6237152638,0.0142011693,,
833000,25499.594358,13.8022397362,0.0541272914,,
834000,25502.943525,10.4530727362,0.0409877108,,
835000,25512.157126,1.2394717362,0.0048583573,,
836000,25504.642823,8.7537747362,0.0343222793,,
837000,25517.317085,3.9204872638,0.0153640261,,
838000,25506.390215,7.0063827362,0.0274691271,,
839000,25492.710965,20.6856327362,0.0811433228,,
840000,25517.962381,4.5657832638,0.0178924289,,
841000,25503.637337,9.7592607362,0.0382661524,,
842000,25511.749762,1.6468357362,0.006455205,,
843000,25518.457651,5.0610532638,0.0198329121,,
844000,25512.852725,0.5438727362,0.0021317598,,
845000,25531.579408,18.1828102638,0.0712169426,,
846000,25511.686879,1.7097187362,0.0067017079,,
847000,25514.80791,1.4113122638,0.0055313458,,
848000,25523.502241,10.1056432638,0.039593482,,
849000,25513.146761,0.2498367362,0.000979247,,
850000,25516.650588,3.2539902638,0.0127524193,,
851000,25510.630905,2.7656927362,0.0108413341,,
852000,25530.064085,16.6674872638,0.0652857243,,
853000,25510.898945,2.4976527362,0.009790532,,
854000,25511.643911,1.7526867362,0.0068701442,,
855000,25518.998129,5.6015312638,0.0219504357,,
856000,25523.141472,9.7448742638,0.038180544,,
857000,25523.214469,9.8178712638,0.0384664372,,
858000,25504.592075,8.8045227362,0.0345213235,,
859000,25508.30326,5.0933377362,0.0199673717,,
860000,25500.775233,12.6213647362,0.0494940433,,
861000,25515.045877,1.6492792638,0.0064639479,,
862000,25513.864153,0.4675552638,0.0018325537,,
863000,25526.297451,12.9008532638,0.0505394615,,
864000,25496.968634,16.4279637362,0.0644310466,,
865000,25496.075491,17.3211067362,0.0679363643,,
866000,25522.719284,9.3226862638,0.0365270102,,
867000,25510.690081,2.7065167362,0.0106093435,,
868000,25529.383525,15.9869272638,0.0626216738,,
869000,25528.098734,14.7021362638,0.0575919751,,
870000,25544.821379,31.4247812638,0.1230182071,,
871000,25508.395867,5.0007307362,0.0196042541,,
872000,25523.772133,10.3755352638,0.0406504776,,
873000,25536.370561,22.9739632638,0.0899656559,,
874000,25504.940618,8.4559797362,0.0331542812,,
875000,25511.570857,1.8257407362,0.0071565203,,
876000,25500.358105,13.0384927362,0.051130626,,
877000,25532.718586,19.3219882638,0.0756754053,,
878000,25523.978246,10.5816482638,0.0414576762,,
879000,25501.221502,12.1750957362,0.0477431865,,
880000,25505.963977,7.4326207362,0.0291407168,,
881000,25485.090806,28.3057917362,0.1110680435,,
882000,25522.49898,9.1023822638,0.0356641498,,
883000,25492.025028,21.3715697362,0.0838362967,,
884000,25484.160747,29.2358507362,0.1147216541,,
885000,25501.426893,11.9697047362,0.0469373921,,
886000,25516.715463,3.3188652638,0.0130066319,,
887000,25507.420519,5.9760787362,0.0234287851,,
888000,25517.458896,4.0622982638,0.0159196818,,
889000,25525.654331,12.2577332638,0.0480212303,,
890000,25520.298427,6.9018292638,0.0270444693,,
891000,25530.095174,16.6985762638,0.0654074188,,
892000,25505.866031,7.5305667362,0.0295248424,,
893000,25517.757671,4.3610732638,0.0170903467,,
894000,25495.972483,17.4241147362,0.0683406556,,
895000,25489.921117,23.4754807362,0.0920971102,,
896000,25518.934933,5.5383352638,0.0217028464,,
897000,25532.680936,19.2843382638,0.0755280588,,
898000,25524.724388,11.3277902638,0.0443796771,,
899000,25522.850278,9.4536802638,0.0370400647,,
900000,25507.701,5.6955977362,0.0223289341,,
901000,25512.523085,0.8735127362,0.0034238587,,
902000,25502.6,10.7965977362,0.0423352824,,
903000,25514.312625,0.9160272638,0.0035902486,,
904000,25520.206195,6.8095972638,0.0266831593,,
905000,25530.708508,17.3119102638,0.0678081858,,
906000,25504.529912,8.8666857362,0.0347651408,,
907000,25515.335943,1.9393452638,0.0076007044,,
908000,25502.480396,10.9162017362,0.0428044707,,
909000,25524.9956,11.5990022638,0.0454417405,,
910000,25522.600879,9.2042812638,0.0360632575,,
911000,25508.234577,5.1620207362,0.0202366837,,
912000,25504.944956,8.4516417362,0.0331372671,,
913000,25509.473165,3.9234327362,0.015380297,,
914000,25511.400656,1.9959417362,0.0078237246,,
915000,25527.682295,14.2856972638,0.0559615914,,
916000,25525.765066,12.3684682638,0.0484548386,,
917000,25509.546783,3.8498147362,0.0150916626,,
918000,25507.056754,6.3398437362,0.024855254,,
919000,25529.15876,15.7621622638,0.0617418005,,
920000,25507.436522,5.9600757362,0.0233660318,,
921000,25512.27329,1.1233077362,0.0044030092,,
922000,25508.526681,4.8699167362,0.0190913289,,
923000,25513.172264,0.2243337362,0.0008792859,,
924000,25525.991126,12.5945282638,0.0493400166,,
925000,25509.181514,4.2150837362,0.0165237906,,
926000,25503.611555,9.7850427362,0.0383672827,,
927000,25526.531931,13.1353332638,0.0514575709,,
928000,25518.857435,5.4608372638,0.0213992232,,
929000,25518.941335,5.5447372638,0.0217279283,,
930000,25523.000645,9.6040472638,0.0376289896,,
931000,25519.989796,6.5931982638,0.0258354267,,
932000,25510.948927,2.4476707362,0.0095945891,,
933000,25510.682101,2.7144967362,0.0106406278,,
934000,25507.154283,6.2423147362,0.0244727995,,
935000,25514.537326,1.1407282638,0.0044708954,,
936000,25518.46891,5.0723122638,0.0198770243,,
937000,25512.144397,1.2522007362,0.0049082536,,
938000,25505.835714,7.5608837362,0.0296437404,,
939000,25514.669862,1.2732642638,0.0049903223,,
940000,25511.779468,1.6171297362,0.0063387571,,
941000,25510.568969,2.8276287362,0.0110841461,,
942000,25522.254989,8.8583912638,0.0347084976,,
943000,25518.794274,5.3976762638,0.0211517684,,
944000,25506.125106,7.2714917362,0.028508806,,
945000,25513.475767,0.0791692638,0.0003103037,,
946000,25528.811734,15.4151362638,0.0603832894,,
947000,25497.650475,15.7461227362,0.0617551909,,
948000,25514.675633,1.2790352638,0.0050129395,,
949000,25503.451001,9.9455967362,0.0389970625,,
950000,25515.704526,2.3079282638,0.0090451285,,
951000,25506.86898,6.5276177362,0.0255916073,,
952000,25509.670168,3.7264297362,0.0146079103,,
953000,25495.694753,17.7018447362,0.0694307212,,
954000,25511.491719,1.9048787362,0.0074667478,,
955000,25512.54377,0.8528277362,0.0033427781,,
956000,25516.595816,3.1992182638,0.0125377942,,
957000,25502.940648,10.4559497362,0.0409989965,,
958000,25509.884864,3.5117337362,0.0137661685,,
959000,25515.106882,1.7102842638,0.0067030261,,
960000,25515.265521,1.8689232638,0.0073247259,,
961000,25494.191363,19.2052347362,0.0753318058,,
962000,25509.895738,3.5008597362,0.013723536,,
963000,25512.568951,0.8276467362,0.0032440745,,
964000,25505.686307,7.7102907362,0.0302296933,,
965000,25490.81057,22.5860277362,0.0886045882,,
966000,25516.023292,2.6266942638,0.0102942933,,
967000,25517.558945,4.1623472638,0.0163116984,,
968000,25523.843698,10.4471002638,0.0409307485,,
969000,25506.929928,6.4666697362,0.0253525993,,
970000,25521.228041,7.8314432638,0.030685997,,
971000,25526.185273,12.7886752638,0.0501002211,,
972000,25511.26214,2.1344577362,0.0083667273,,
973000,25546.523947,33.1273492638,0.1296745864,,
974000,25526.900924,13.5043262638,0.0529023335,,
975000,25515.110769,1.7141712638,0.0067182591,,
976000,25498.201639,15.1949587362,0.0595922762,,
977000,25501.231013,12.1655847362,0.0477058724,,
978000,25511.321677,2.0749207362,0.008133333,,
979000,25511.598876,1.7977217362,0.0070466839,,
980000,25508.098571,5.2980267362,0.0207699791,,
981000,25495.692457,17.7041407362,0.0694397329,,
982000,25518.517821,5.1212232638,0.0200686548,,
983000,25503.37233,10.0242677362,0.0393056558,,
984000,25515.533333,2.1367352638,0.0083742528,,
985000,25499.609137,13.7874607362,0.0540693022,,
986000,25513.424341,0.0277432638,0.0001087399,,
987000,25506.419453,6.9771447362,0.0273544656,,
988000,25508.154453,5.2421447362,0.0205508585,,
989000,25503.966229,9.4303687362,0.036976087,,
990000,25510.454747,2.9418507362,0.0115319416,,
991000,25521.38113,7.9845322638,0.031285659,,
992000,25526.430847,13.0342492638,0.0510617773,,
993000,25507.536455,5.8601427362,0.022974162,,
994000,25512.143964,1.2526337362,0.0049099509,,
995000,25525.567437,12.1708392638,0.0476809744,,
996000,25515.141265,1.7446672638,0.0068377723,,
997000,25515.984152,2.5875542638,0.010140915,,
998000,25503.422244,9.9743537362,0.0391098639,,
999000,25518.73013,5.3335322638,0.0209004611,,
1000000,25516.5915,3.1949022638,0.0125208818,,
